14
0.0 ,0.16061109 ,0.3 
1.0 ,0.15716765 ,0.3 
1.3 ,0.15613462 ,0.3 
2.3 ,0.15269119 ,0.3 
3.3 ,0.14924775 ,0.3 
4.3 ,0.14580432 ,0.3 
5.0 ,0.14339391 ,0.3 
6.0 ,0.17098797 ,0.6 
6.3 ,0.16972869 ,0.6 
7.3 ,0.16553110 ,0.6 
8.3 ,0.16133350 ,0.6 
9.3 ,0.15713591 ,0.6 
10.3 ,0.15293832 ,0.6 
11.0 ,0.15000000 ,0.6 
